condition_name_raw,condition_name_normalized
Unresectable Stage III Melanoma,Unresectable Stage III Melanoma
Unresectable (Stage III) Melanoma,Unresectable Stage III Melanoma
Untreated Advanced Non-Small Cell Lung Cancer,Untreated Advanced Non-Small Cell Lung Cancer
Untreated Advanced Non-small Cell Lung Cancer,Untreated Advanced Non-Small Cell Lung Cancer
"Untreated Advanced or Metastatic Gastric, Gastroesophageal Junction, or Esophageal Adenocarcinoma","Untreated Advanced or Metastatic Gastric, Gastroesophageal Junction, or Esophageal Adenocarcinoma"
"Untreated Advanced or Metastatic Gastric, Gastroesophageal Junction , or Esophageal Adenocarcinoma","Untreated Advanced or Metastatic Gastric, Gastroesophageal Junction, or Esophageal Adenocarcinoma"
Urinary Bladder Overactive,Urinary Bladder Overactive
"Urinary Bladder, Overactive",Urinary Bladder Overactive
"Urinary Incontinence , Stress","Urinary Incontinence , Stress"
"Urinary Incontinence, Stress","Urinary Incontinence , Stress"
Urinary Incontinence Stress,"Urinary Incontinence , Stress"
Urinary Tract Infections (UTI's),Urinary Tract Infections (UTI's)
Urinary Tract Infections (UTIs),Urinary Tract Infections (UTI's)
Urothelial Carcinoma,Urothelial Carcinoma
UROTHELIAL CARCINOMA,Urothelial Carcinoma
VITILIGO,VITILIGO
Vitiligo,VITILIGO
VOLUNTEERS,VOLUNTEERS
Volunteers,VOLUNTEERS
Vaginal Bleeding,Vaginal Bleeding
Vaginal Bleeding.,Vaginal Bleeding
Varicella (Chickenpox),Varicella (Chickenpox)
Varicella (chickenpox),Varicella (Chickenpox)
Vaso-Occlusive Pain Episode in Sickle Cell Disease,Vaso-Occlusive Pain Episode in Sickle Cell Disease
Vaso-occlusive Pain Episode in Sickle Cell Disease,Vaso-Occlusive Pain Episode in Sickle Cell Disease
Ventilator Associated Pneumonia ( VAP),Ventilator Associated Pneumonia ( VAP)
Ventilator Associated Pneumonia (VAP),Ventilator Associated Pneumonia ( VAP)
Ventilator-Associated Pneumonia,Ventilator-Associated Pneumonia
Ventilator-associated Pneumonia,Ventilator-Associated Pneumonia
Ventilator-Associated Pneumonia (VAP),Ventilator-Associated Pneumonia (VAP)
Ventilator-associated Pneumonia (VAP),Ventilator-Associated Pneumonia (VAP)
Ventilator-associated Bacterial Pneumonia,Ventilator-associated Bacterial Pneumonia
Ventilator-Associated Bacterial Pneumonia,Ventilator-associated Bacterial Pneumonia
Vesico-Ureteral Reflux,Vesico-Ureteral Reflux
Vesicoureteral Reflux,Vesico-Ureteral Reflux
Video-Assisted Thoracic Surgery,Video-Assisted Thoracic Surgery
Video-assisted Thoracic Surgery,Video-Assisted Thoracic Surgery
Video-Assisted Thoracoscopic Surgery,Video-Assisted Thoracoscopic Surgery
Video-assisted Thoracoscopic Surgery,Video-Assisted Thoracoscopic Surgery
Vitamin C,Vitamin C
Vitamin c,Vitamin C
Vitamin d Deficiency,Vitamin d Deficiency
Vitamin D Deficiency,Vitamin d Deficiency
Vitreoretinal Surgery,Vitreoretinal Surgery
Vitreo-Retinal Surgery,Vitreoretinal Surgery
Vomiting Postoperative,Vomiting Postoperative
"Vomiting, Postoperative",Vomiting Postoperative
Waldenstrom's Macroglobulinemia,Waldenstrom's Macroglobulinemia
Waldenstroms Macroglobulinemia,Waldenstrom's Macroglobulinemia
Warm Autoimmune Hemolytic Anemia (WAIHA),Warm Autoimmune Hemolytic Anemia (WAIHA)
Warm Autoimmune Hemolytic Anemia (wAIHA),Warm Autoimmune Hemolytic Anemia (WAIHA)
Water-electrolyte Imbalance,Water-electrolyte Imbalance
Water-Electrolyte Imbalance,Water-electrolyte Imbalance
Wegener's Granulomatosis,Wegener's Granulomatosis
Wegeners Granulomatosis,Wegener's Granulomatosis
Well-Being,Well-Being
Wellbeing,Well-Being
Wet Age-Related Macular Degeneration,Wet Age-Related Macular Degeneration
"""Wet"" Age-Related Macular Degeneration",Wet Age-Related Macular Degeneration
Wet Age-related Macular Degeneration,Wet Age-Related Macular Degeneration
WetAMD,WetAMD
wetAMD,WetAMD
X-Linked Adrenoleukodystrophy,X-Linked Adrenoleukodystrophy
X-linked Adrenoleukodystrophy,X-Linked Adrenoleukodystrophy
X-Linked Chronic Granulomatous Disease,X-Linked Chronic Granulomatous Disease
X-linked Chronic Granulomatous Disease,X-Linked Chronic Granulomatous Disease
XEROSTOMIA,XEROSTOMIA
Xerostomia,XEROSTOMIA
brca1 Mutation Carrier,brca1 Mutation Carrier
BRCA1 Mutation Carrier,brca1 Mutation Carrier
cGvHD,cGvHD
cGVHD,cGvHD
dMMR Colorectal Cancer,dMMR Colorectal Cancer
DMMR Colorectal Cancer,dMMR Colorectal Cancer
de Novo Myelodysplastic Syndrome,de Novo Myelodysplastic Syndrome
De Novo Myelodysplastic Syndrome,de Novo Myelodysplastic Syndrome
de Novo Myelodysplastic Syndromes,de Novo Myelodysplastic Syndromes
De Novo Myelodysplastic Syndromes,de Novo Myelodysplastic Syndromes
dm,dm
DM,dm
mCRPC (Metastatic Castration-resistant Prostate Cancer),mCRPC (Metastatic Castration-resistant Prostate Cancer)
MCRPC (metastatic Castration-resistant Prostate Cancer),mCRPC (Metastatic Castration-resistant Prostate Cancer)
mTOR Protein,mTOR Protein
mTor Protein,mTOR Protein
r-axSpA,r-axSpA
r-axSpa,r-axSpA
type1diabetes,type1diabetes
Type1diabetes,type1diabetes
β-thalassemia Major,β-thalassemia Major
Thalassemia Major,β-thalassemia Major
ACUTE MYELOGENOUS LEUKEMIA,ACUTE MYELOGENOUS LEUKEMIA
Acute Myelogenous Leukemia,ACUTE MYELOGENOUS LEUKEMIA
AHUS,AHUS
aHUS,AHUS
AIDS,AIDS
Aids,AIDS
AIDS-Related Kaposi Sarcoma,AIDS-Related Kaposi Sarcoma
AIDS-related Kaposi Sarcoma,AIDS-Related Kaposi Sarcoma
ALL,ALL
All,ALL
ALOPECIA AREATA,ALOPECIA AREATA
Alopecia Areata,ALOPECIA AREATA
ANXIETY,ANXIETY
Anxiety,ANXIETY
ATRIAL FLUTTER,ATRIAL FLUTTER
Atrial Flutter,ATRIAL FLUTTER
Atrial Flutter.,ATRIAL FLUTTER
ATROPHIC ACNE SCARS,ATROPHIC ACNE SCARS
Atrophic Acne Scars,ATROPHIC ACNE SCARS
Acute Intracerebral Haemorrhage,Acute Intracerebral Haemorrhage
Acute intraCerebral Haemorrhage,Acute Intracerebral Haemorrhage
Acute Lymphoblastic Leukemia (ALL),Acute Lymphoblastic Leukemia (ALL)
Acute Lymphoblastic Leukemia ALL,Acute Lymphoblastic Leukemia (ALL)
Acute Myelogenous Leukemia (AML),Acute Myelogenous Leukemia (AML)
Acute Myelogenous Leukemia AML,Acute Myelogenous Leukemia (AML)
Adenocarcinoma Gastric,Adenocarcinoma Gastric
"Adenocarcinoma, Gastric",Adenocarcinoma Gastric
Adult Acute Myeloid Leukemia With T(15;17)(q22;q12),Adult Acute Myeloid Leukemia With T(15;17)(q22;q12)
Adult Acute Myeloid Leukemia With t(15;17)(q22;q12),Adult Acute Myeloid Leukemia With T(15;17)(q22;q12)
Advanced Non-Small Cell Lung Cancer,Advanced Non-Small Cell Lung Cancer
Advanced Non-small Cell Lung Cancer,Advanced Non-Small Cell Lung Cancer
Advanced Nonsmall Cell Lung Cancer,Advanced Non-Small Cell Lung Cancer
Advanced Non-Small Cell Lung Cancer (NSCLC),Advanced Non-Small Cell Lung Cancer (NSCLC)
Advanced Non-small Cell Lung Cancer (NSCLC),Advanced Non-Small Cell Lung Cancer (NSCLC)
Advanced or Metastatic Non-Small Cell Lung Cancer,Advanced or Metastatic Non-Small Cell Lung Cancer
Advanced or Metastatic Non-small Cell Lung Cancer,Advanced or Metastatic Non-Small Cell Lung Cancer
Advanced or Metastatic Non-squamous Non-Small Cell Lung Cancer,Advanced or Metastatic Non-squamous Non-Small Cell Lung Cancer
Advanced or Metastatic Non-squamous Non-small Cell Lung Cancer,Advanced or Metastatic Non-squamous Non-Small Cell Lung Cancer
Age-Related Cognitive Decline,Age-Related Cognitive Decline
Age-related Cognitive Decline,Age-Related Cognitive Decline
Age-Related Hearing Loss,Age-Related Hearing Loss
Age-related Hearing Loss,Age-Related Hearing Loss
Age-Related Macular Degeneration,Age-Related Macular Degeneration
Age-related Macular Degeneration,Age-Related Macular Degeneration
Allergic Rhinitis/Rhinoconjunctivitis +- Intermittent Asthma,Allergic Rhinitis/Rhinoconjunctivitis +- Intermittent Asthma
Allergic Rhinitis/Rhinoconjunctivitis +-Intermittent Asthma,Allergic Rhinitis/Rhinoconjunctivitis +- Intermittent Asthma
Alpha-1-antitrypsin Deficiency,Alpha-1-antitrypsin Deficiency
Alpha1-Antitrypsin Deficiency,Alpha-1-antitrypsin Deficiency
Alpha1-antitrypsin Deficiency,Alpha-1-antitrypsin Deficiency
Amnestic,Amnestic
"Amnestic,",Amnestic
Anaplastic Large-Cell Lymphoma,Anaplastic Large-Cell Lymphoma
Anaplastic Large-cell Lymphoma,Anaplastic Large-Cell Lymphoma
Anti-Psychotic,Anti-Psychotic
Antipsychotic,Anti-Psychotic
Antibody-Mediated Rejection,Antibody-Mediated Rejection
Antibody-mediated Rejection,Antibody-Mediated Rejection
Anticoagulant-Induced Bleeding,Anticoagulant-Induced Bleeding
Anticoagulant-induced Bleeding,Anticoagulant-Induced Bleeding
Anxiety Generalized,Anxiety Generalized
"Anxiety, Generalized",Anxiety Generalized
At Risk for HIV,At Risk for HIV
at Risk for HIV,At Risk for HIV
Atrial Fibrillation Paroxysmal,Atrial Fibrillation Paroxysmal
"Atrial Fibrillation, Paroxysmal",Atrial Fibrillation Paroxysmal
Atrio-Ventricular Block,Atrio-Ventricular Block
Atrioventricular Block,Atrio-Ventricular Block
Attention Deficit Disorder With Hyperactivity,Attention Deficit Disorder With Hyperactivity
Attention Deficit Disorder with Hyperactivity,Attention Deficit Disorder With Hyperactivity
Attention-Deficit / Hyperactivity Disorder,Attention-Deficit / Hyperactivity Disorder
Attention-Deficit Hyperactivity Disorder,Attention-Deficit / Hyperactivity Disorder
Attention-deficit Hyperactivity Disorder,Attention-Deficit / Hyperactivity Disorder
B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia
B-cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia
B-Cell Chronic Lymphocytic Leukemia,B-Cell Chronic Lymphocytic Leukemia
B-cell Chronic Lymphocytic Leukemia,B-Cell Chronic Lymphocytic Leukemia
B-Cell Malignancies,B-Cell Malignancies
B-cell Malignancies,B-Cell Malignancies
B-Cell Non Hodgkin Lymphoma,B-Cell Non Hodgkin Lymphoma
B-cell Non Hodgkin Lymphoma,B-Cell Non Hodgkin Lymphoma
B-cell Non-Hodgkin's Lymphoma (B-NHL),B-cell Non-Hodgkin's Lymphoma (B-NHL)
B-cell Non-Hodgkins Lymphoma (B-NHL),B-cell Non-Hodgkin's Lymphoma (B-NHL)
BILIARY TRACT DISEASES,BILIARY TRACT DISEASES
Biliary Tract Diseases,BILIARY TRACT DISEASES
BK Virus (Nephropathy),BK Virus (Nephropathy)
BK Virus Nephropathy,BK Virus (Nephropathy)
BRAEST CANCER,BRAEST CANCER
Braest Cancer,BRAEST CANCER
Beta-Thalassemia,Beta-Thalassemia
Beta-thalassemia,Beta-Thalassemia
Bipolar Disorder Mania,Bipolar Disorder Mania
"Bipolar Disorder, Mania",Bipolar Disorder Mania
Bone And Bones,Bone And Bones
Bone and Bones,Bone And Bones
Breast Carcinoma In Situ,Breast Carcinoma In Situ
Breast Carcinoma in Situ,Breast Carcinoma In Situ
Burkitt's Lymphoma,Burkitt's Lymphoma
Burkitts Lymphoma,Burkitt's Lymphoma
CADASIL,CADASIL
Cadasil,CADASIL
CERVICAL NEOPLASMS,CERVICAL NEOPLASMS
Cervical Neoplasms,CERVICAL NEOPLASMS
CLASSICAL HODGKIN LYMPHOMA,CLASSICAL HODGKIN LYMPHOMA
Classical Hodgkin Lymphoma,CLASSICAL HODGKIN LYMPHOMA
CORONARY DISEASE,CORONARY DISEASE
Coronary Disease,CORONARY DISEASE
COVID-19 Virus Infection,COVID-19 Virus Infection
Covid19 Virus Infection,COVID-19 Virus Infection
COVID19 ARDS,COVID19 ARDS
Covid-19 ARDS,COVID19 ARDS
CRC (Colorectal Cancer),CRC (Colorectal Cancer)
"CRC, Colorectal Cancer",CRC (Colorectal Cancer)
Cancer Metastatic,Cancer Metastatic
"Cancer, Metastatic",Cancer Metastatic
Cancer Of Prostate,Cancer Of Prostate
Cancer of Prostate,Cancer Of Prostate
Cancer Pain,Cancer Pain
"Cancer, Pain",Cancer Pain
Cancer Pancreas,Cancer Pancreas
"Cancer, Pancreas",Cancer Pancreas
Cancer Treatment-Induced Thrombocytopenia,Cancer Treatment-Induced Thrombocytopenia
Cancer Treatment-induced Thrombocytopenia,Cancer Treatment-Induced Thrombocytopenia
"Carcinoma, Non Small Cell Lung","Carcinoma, Non Small Cell Lung"
"Carcinoma, Non- Small Cell Lung","Carcinoma, Non Small Cell Lung"
Cardio-Renal Syndrome,Cardio-Renal Syndrome
Cardiorenal Syndrome,Cardio-Renal Syndrome
Castration-Resistant Prostate Cancer (CRPC),Castration-Resistant Prostate Cancer (CRPC)
Castration-resistant Prostate Cancer (CRPC),Castration-Resistant Prostate Cancer (CRPC)
Cetuximab,Cetuximab
Cetuximabβ,Cetuximab
Chemotherapy-Induced Nausea and Vomiting (CINV),Chemotherapy-Induced Nausea and Vomiting (CINV)
Chemotherapy-induced Nausea and Vomiting (CINV),Chemotherapy-Induced Nausea and Vomiting (CINV)
Child Preschool,Child Preschool
"Child, Preschool",Child Preschool
Childhood-Onset Fluency Disorder,Childhood-Onset Fluency Disorder
Childhood-onset Fluency Disorder,Childhood-Onset Fluency Disorder
Chronic Fatigue Syndrome,Chronic Fatigue Syndrome
Chronic Fatigue Syndrome.,Chronic Fatigue Syndrome
Chronic Graft-Versus-Host Disease,Chronic Graft-Versus-Host Disease
Chronic Graft-versus-host Disease,Chronic Graft-Versus-Host Disease
Chronic Myeloid Leukemia - Chronic Phase,Chronic Myeloid Leukemia - Chronic Phase
"Chronic Myeloid Leukemia, Chronic Phase",Chronic Myeloid Leukemia - Chronic Phase
Chronic Non-Malignant Pain,Chronic Non-Malignant Pain
Chronic Non-malignant Pain,Chronic Non-Malignant Pain
Chronic Nonmalignant Pain,Chronic Non-Malignant Pain
Chronic Non-cancer Pain,Chronic Non-cancer Pain
Chronic Noncancer Pain,Chronic Non-cancer Pain
Chronic Post-operative Pain,Chronic Post-operative Pain
Chronic Postoperative Pain,Chronic Post-operative Pain
Chronic Rhinosinusitis With Nasal Polyps (CRSwNP),Chronic Rhinosinusitis With Nasal Polyps (CRSwNP)
Chronic Rhinosinusitis with Nasal Polyps (CRSwNP),Chronic Rhinosinusitis With Nasal Polyps (CRSwNP)
Cirrhosis Liver,Cirrhosis Liver
"Cirrhosis, Liver",Cirrhosis Liver
Clear-Cell Renal Carcinoma,Clear-Cell Renal Carcinoma
Clear-cell Renal Carcinoma,Clear-Cell Renal Carcinoma
Clinical Stage III Cutaneous Melanoma AJCC V8,Clinical Stage III Cutaneous Melanoma AJCC V8
Clinical Stage III Cutaneous Melanoma AJCC v8,Clinical Stage III Cutaneous Melanoma AJCC V8
Clinical Stage IV Cutaneous Melanoma AJCC V8,Clinical Stage IV Cutaneous Melanoma AJCC V8
Clinical Stage IV Cutaneous Melanoma AJCC v8,Clinical Stage IV Cutaneous Melanoma AJCC V8
Coat's Disease,Coat's Disease
Coats Disease,Coat's Disease
Coats' Disease,Coat's Disease
Colorectal Cancer Metastatic,Colorectal Cancer Metastatic
"Colorectal Cancer, Metastatic",Colorectal Cancer Metastatic
Complex Regional Pain Syndrome Type 1,Complex Regional Pain Syndrome Type 1
"Complex Regional Pain Syndrome, Type 1",Complex Regional Pain Syndrome Type 1
Complex Regional Pain Syndrome Type I,Complex Regional Pain Syndrome Type I
"Complex Regional Pain Syndrome, Type I",Complex Regional Pain Syndrome Type I
Coronary In-stent Restenosis,Coronary In-stent Restenosis
Coronary Instent Restenosis,Coronary In-stent Restenosis
Crow's Feet,Crow's Feet
Crows Feet,Crow's Feet
Crow's Feet Lines,Crow's Feet Lines
Crows Feet Lines,Crow's Feet Lines
Cutaneous T-Cell Lymphoma,Cutaneous T-Cell Lymphoma
Cutaneous T-cell Lymphoma,Cutaneous T-Cell Lymphoma
Cytokine-Induced Killer Cells,Cytokine-Induced Killer Cells
Cytokine-induced Killer Cells,Cytokine-Induced Killer Cells
DEPRESSION,DEPRESSION
Depression,DEPRESSION
DIABETIC RETINOPATHY,DIABETIC RETINOPATHY
Diabetic Retinopathy,DIABETIC RETINOPATHY
Delirium,Delirium
"Delirium,",Delirium
Dementia Alzheimer Type,Dementia Alzheimer Type
"Dementia, Alzheimer Type",Dementia Alzheimer Type
Diabetes Mellitus Type II,Diabetes Mellitus Type II
"Diabetes Mellitus, Type II",Diabetes Mellitus Type II
Diabetes Type 2,Diabetes Type 2
"Diabetes, Type 2",Diabetes Type 2
Diabetes Type I,Diabetes Type I
"Diabetes, Type I",Diabetes Type I
Diamond-Blackfan Anemia,Diamond-Blackfan Anemia
Diamond-blackfan Anemia,Diamond-Blackfan Anemia
Diarrhea-Predominant Irritable Bowel Syndrome,Diarrhea-Predominant Irritable Bowel Syndrome
Diarrhea-predominant Irritable Bowel Syndrome,Diarrhea-Predominant Irritable Bowel Syndrome
E-Cigarette Use,E-Cigarette Use
E-cigarette Use,E-Cigarette Use
"EBV-Positive DLBCL, NOS","EBV-Positive DLBCL, NOS"
"EBV-Positive DLBCL, Nos","EBV-Positive DLBCL, NOS"
EGFR-mutant Non-Small Cell Lung Cancer,EGFR-mutant Non-Small Cell Lung Cancer
EGFR-mutant Non-small Cell Lung Cancer,EGFR-mutant Non-Small Cell Lung Cancer
EMBRYO IMPLANTATION,EMBRYO IMPLANTATION
Embryo Implantation,EMBRYO IMPLANTATION
ENDOMETRIAL RECEPTIVITY,ENDOMETRIAL RECEPTIVITY
Endometrial Receptivity,ENDOMETRIAL RECEPTIVITY
ER-Negative Breast Cancer,ER-Negative Breast Cancer
ER-negative Breast Cancer,ER-Negative Breast Cancer
"Encephalitis, Tick-Borne","Encephalitis, Tick-Borne"
"Encephalitis, Tick-borne","Encephalitis, Tick-Borne"
End-Stage Kidney Disease,End-Stage Kidney Disease
End-stage Kidney Disease,End-Stage Kidney Disease
End-Stage Kidney Disease (ESKD),End-Stage Kidney Disease (ESKD)
End-stage Kidney Disease (ESKD),End-Stage Kidney Disease (ESKD)
End-Stage Renal Disease (ESRD),End-Stage Renal Disease (ESRD)
End-stage Renal Disease (ESRD),End-Stage Renal Disease (ESRD)
Estrogen Receptor Negative Breast Cancer,Estrogen Receptor Negative Breast Cancer
Estrogen Receptor- Negative Breast Cancer,Estrogen Receptor Negative Breast Cancer
Estrogen Receptor-Positive,Estrogen Receptor-Positive
Estrogen Receptor-positive,Estrogen Receptor-Positive
"Estrogen Receptor-Positive, HER2-Negative Locally Advanced or Metastatic Breast Cancer","Estrogen Receptor-Positive, HER2-Negative Locally Advanced or Metastatic Breast Cancer"
"Estrogen Receptor-Positive, HER2-Negative, Locally Advanced or Metastatic Breast Cancer","Estrogen Receptor-Positive, HER2-Negative Locally Advanced or Metastatic Breast Cancer"
Extensive-Stage Small Cell Lung Cancer,Extensive-Stage Small Cell Lung Cancer
Extensive-stage Small Cell Lung Cancer,Extensive-Stage Small Cell Lung Cancer
Extensively Drug-Resistant Tuberculosis,Extensively Drug-Resistant Tuberculosis
Extensively Drug-resistant Tuberculosis,Extensively Drug-Resistant Tuberculosis
Exudative Age-Related Macular Degeneration,Exudative Age-Related Macular Degeneration
Exudative Age-related Macular Degeneration,Exudative Age-Related Macular Degeneration
Falciparum Malaria,Falciparum Malaria
Falciparum; Malaria,Falciparum Malaria
Fistulizing Crohn's Disease,Fistulizing Crohn's Disease
Fistulizing Crohns Disease,Fistulizing Crohn's Disease
Follicular Lymphoma ( FL),Follicular Lymphoma ( FL)
Follicular Lymphoma (FL),Follicular Lymphoma ( FL)
Follicular Lymphoma Grade 3,Follicular Lymphoma Grade 3
"Follicular Lymphoma, Grade 3",Follicular Lymphoma Grade 3
Follicular Lymphoma Grade 3B,Follicular Lymphoma Grade 3B
"Follicular Lymphoma, Grade 3b",Follicular Lymphoma Grade 3B
Fuchs Dystrophy,Fuchs Dystrophy
Fuchs' Dystrophy,Fuchs Dystrophy
GERD (Gastroesophageal Reflux Disease),GERD (Gastroesophageal Reflux Disease)
GERD Gastroesophageal Reflux Disease,GERD (Gastroesophageal Reflux Disease)
Gangliosidoses GM2,Gangliosidoses GM2
"Gangliosidoses, GM2",Gangliosidoses GM2
Gastric or Gastroesophageal Junction Adenocarcinoma,Gastric or Gastroesophageal Junction Adenocarcinoma
"Gastric, or Gastroesophageal Junction Adenocarcinoma",Gastric or Gastroesophageal Junction Adenocarcinoma
Gastro-Esophageal Adenocarcinoma,Gastro-Esophageal Adenocarcinoma
Gastroesophageal Adenocarcinoma,Gastro-Esophageal Adenocarcinoma
Gastro-Intestinal Stromal Tumour,Gastro-Intestinal Stromal Tumour
Gastrointestinal Stromal Tumour,Gastro-Intestinal Stromal Tumour
GastroIntestinal Bleeding,GastroIntestinal Bleeding
Gastrointestinal Bleeding,GastroIntestinal Bleeding
Gaucher Disease Type 1,Gaucher Disease Type 1
"Gaucher Disease, Type 1",Gaucher Disease Type 1
Graves Orbitopathy,Graves Orbitopathy
Graves' Orbitopathy,Graves Orbitopathy
HEALTHY,HEALTHY
Healthy,HEALTHY
HELICOBACTER INFECTION,HELICOBACTER INFECTION
Helicobacter Infection,HELICOBACTER INFECTION
HELICOBACTER PYLORI INFECTIONS,HELICOBACTER PYLORI INFECTIONS
Helicobacter Pylori Infections,HELICOBACTER PYLORI INFECTIONS
HEPATITIS,HEPATITIS
Hepatitis,HEPATITIS
HER-2 Positive Gastric Cancer,HER-2 Positive Gastric Cancer
HER2 Positive Gastric Cancer,HER-2 Positive Gastric Cancer
Her-2 Positive Gastric Cancer,HER-2 Positive Gastric Cancer
HER-2 Positive Metastatic Breast Cancer,HER-2 Positive Metastatic Breast Cancer
HER2 Positive Metastatic Breast Cancer,HER-2 Positive Metastatic Breast Cancer
Her2 Positive Metastatic Breast Cancer,HER-2 Positive Metastatic Breast Cancer
HER2-Positive Early Breast Cancer,HER2-Positive Early Breast Cancer
HER2-positive Early Breast Cancer,HER2-Positive Early Breast Cancer
HIV INFECTION,HIV INFECTION
HIV Infection,HIV INFECTION
HIV-1 Infection,HIV-1 Infection
HIV1 Infection,HIV-1 Infection
HUMAN PAPILLOMA VIRUS,HUMAN PAPILLOMA VIRUS
Human Papilloma Virus,HUMAN PAPILLOMA VIRUS
Haemophilus Influenzae Type B Immunisation,Haemophilus Influenzae Type B Immunisation
Haemophilus Influenzae Type b Immunisation,Haemophilus Influenzae Type B Immunisation
"Hand, Foot and Mouth Disease (HFMD)","Hand, Foot and Mouth Disease (HFMD)"
"Hand, Foot, and Mouth Disease (HFMD)","Hand, Foot and Mouth Disease (HFMD)"
"Hand, Foot, and Mouth Disease(HFMD)","Hand, Foot, and Mouth Disease(HFMD)"
"Hand, Foot, and Mouth Disease（HFMD)","Hand, Foot, and Mouth Disease(HFMD)"
Health-Care-Associated Pneumonia,Health-Care-Associated Pneumonia
Healthcare-Associated Pneumonia,Health-Care-Associated Pneumonia
Healthcare-associated Pneumonia,Health-Care-Associated Pneumonia
Healthy Male,Healthy Male
"Healthy, Male",Healthy Male
Heart Failure With Preserved Ejection Fraction,Heart Failure With Preserved Ejection Fraction
Heart Failure with Preserved Ejection Fraction,Heart Failure With Preserved Ejection Fraction
Heart Failure With Preserved Ejection Fraction (HFPEF),Heart Failure With Preserved Ejection Fraction (HFPEF)
Heart Failure With Preserved Ejection Fraction (HFpEF),Heart Failure With Preserved Ejection Fraction (HFPEF)
Hemophilia B With Inhibitor,Hemophilia B With Inhibitor
Hemophilia B with Inhibitor,Hemophilia B With Inhibitor
Hepatocellular Carcinoma Non-Resectable,Hepatocellular Carcinoma Non-Resectable
Hepatocellular Carcinoma Non-resectable,Hepatocellular Carcinoma Non-Resectable
High-Grade B-cell Lymphoma,High-Grade B-cell Lymphoma
High-grade B-cell Lymphoma,High-Grade B-cell Lymphoma
High-Normal Blood Pressure,High-Normal Blood Pressure
High-normal Blood Pressure,High-Normal Blood Pressure
High-Risk Neuroblastoma,High-Risk Neuroblastoma
High-risk Neuroblastoma,High-Risk Neuroblastoma
High-Risk Non-Muscle Invasive Bladder Cancer,High-Risk Non-Muscle Invasive Bladder Cancer
High-risk Non-muscle Invasive Bladder Cancer,High-Risk Non-Muscle Invasive Bladder Cancer
Hospital-Acquired Bacterial Pneumonia,Hospital-Acquired Bacterial Pneumonia
Hospital-acquired Bacterial Pneumonia,Hospital-Acquired Bacterial Pneumonia
Hs-CRP,Hs-CRP
hsCRP,Hs-CRP
IDIOPATHIC PARKINSON'S DISEASE,IDIOPATHIC PARKINSON'S DISEASE
Idiopathic Parkinson's Disease,IDIOPATHIC PARKINSON'S DISEASE
Idiopathic Parkinson´s Disease,IDIOPATHIC PARKINSON'S DISEASE
IGA Glomerulonephritis,IGA Glomerulonephritis
IgA Glomerulonephritis,IGA Glomerulonephritis
IGA Nephropathy,IGA Nephropathy
IgA Nephropathy,IGA Nephropathy
INFERTILITY,INFERTILITY
InFertility,INFERTILITY
Infertility,INFERTILITY
Immunoglobulin A Nephropathy,Immunoglobulin A Nephropathy
Immunoglobulin a Nephropathy,Immunoglobulin A Nephropathy
Immunoglobulin Light-Chain Amyloidosis,Immunoglobulin Light-Chain Amyloidosis
Immunoglobulin Light-chain Amyloidosis,Immunoglobulin Light-Chain Amyloidosis
Indolent Non-Hodgkin Lymphoma,Indolent Non-Hodgkin Lymphoma
Indolent Non-hodgkin Lymphoma,Indolent Non-Hodgkin Lymphoma
Infant Newborn,Infant Newborn
"Infant, Newborn",Infant Newborn
Infection Catheter-Related,Infection Catheter-Related
"Infection, Catheter-Related",Infection Catheter-Related
Infertility Female,Infertility Female
"Infertility, Female",Infertility Female
Inherited Metabolic Disorders (IMD),Inherited Metabolic Disorders (IMD)
Inherited Metabolic Disorders IMD,Inherited Metabolic Disorders (IMD)
Insulin-Dependent Diabetes Mellitus,Insulin-Dependent Diabetes Mellitus
Insulin-dependent Diabetes Mellitus,Insulin-Dependent Diabetes Mellitus
Intra-Abdominal Infections,Intra-Abdominal Infections
Intra-abdominal Infections,Intra-Abdominal Infections
Intraabdominal Infections,Intra-Abdominal Infections
Intra-articular Injection,Intra-articular Injection
Intraarticular Injection,Intra-articular Injection
Intra-operative Complications,Intra-operative Complications
Intraoperative Complications,Intra-operative Complications
Intubation Difficult,Intubation Difficult
Intubation; Difficult,Intubation Difficult
Iron-Deficiency,Iron-Deficiency
Iron-deficiency,Iron-Deficiency
Ischemic Stroke,Ischemic Stroke
"Ischemic Stroke,",Ischemic Stroke
KIDNEY TRANSPLANTATION,KIDNEY TRANSPLANTATION
Kidney Transplantation,KIDNEY TRANSPLANTATION
Kaposi's Sarcoma,Kaposi's Sarcoma
Kaposi´s Sarcoma,Kaposi's Sarcoma
Kidney Cancer Stage Iv,Kidney Cancer Stage Iv
"Kidney Cancer, Stage IV",Kidney Cancer Stage Iv
LUNG DISEASES,LUNG DISEASES
Lung Diseases,LUNG DISEASES
LYMPHOMA,LYMPHOMA
Lymphoma,LYMPHOMA
"Lymphoma,",LYMPHOMA
Lateral Canthal Lines (LCL),Lateral Canthal Lines (LCL)
"Lateral Canthal Lines, LCL",Lateral Canthal Lines (LCL)
Lateral Epicondylitis (Tennis Elbow),Lateral Epicondylitis (Tennis Elbow)
